transaction_id,student_id,book_id,issue_date,return_date,status
T14168,S0922,B01007,2025-06-15,2026-01-09,Returned
T14169,S0413,B02681,2024-12-09,2025-09-01,Issued
T14170,S0817,B03560,2026-06-12,2026-06-15,Late Return
T14171,S0768,B00364,2026-05-07,2026-06-19,Returned
T14172,S0971,B04179,2025-08-06,2026-01-03,Returned
T14173,S0583,B02530,2024-12-17,2025-07-31,Late Return
T14174,S0432,B00196,2024-12-04,2025-12-24,Returned
T14175,S0688,B02551,2025-12-12,2025-12-30,Issued
T14176,S0778,B02358,2025-09-02,2025-12-18,Late Return
T14177,S0119,B03769,2025-01-30,2025-02-26,Late Return
T14178,S0554,B04224,2025-08-29,2025-12-25,Issued
T14179,S0393,B04801,2025-10-18,2026-01-18,Issued
T14180,S0535,B02035,2024-12-31,2025-04-23,Late Return
T14181,S0953,B04106,2026-06-14,2026-08-15,Returned
T14182,S0741,B04769,2025-02-19,2025-07-12,Late Return
T14183,S0865,B01335,2026-04-04,2026-06-27,Issued
T14184,S0514,B00210,2025-08-15,2026-03-09,Issued
T14185,S0835,B02257,2024-11-18,2025-07-21,Issued
T14186,S0742,B01914,2026-07-13,2026-07-28,Late Return
T14187,S0812,B00072,2026-02-25,2026-08-04,Issued
T14188,S0786,B01292,2024-12-20,2025-08-31,Late Return
T14189,S0603,B00915,2026-03-10,2026-06-18,Late Return
T14190,S0524,B02880,2025-02-19,2026-07-15,Late Return
T14191,S0145,B00343,2025-06-30,2026-06-12,Issued
T14192,S0558,B04045,2026-06-03,2026-06-06,Issued
T14193,S0196,B02246,2025-06-05,2025-08-28,Returned
T14194,S0359,B03280,2024-08-02,2025-09-21,Issued
T14195,S0320,B01042,2026-01-18,2026-04-02,Issued
T14196,S0022,B01182,2026-02-28,2026-07-05,Returned
T14197,S0079,B02752,2025-11-10,2026-06-24,Late Return
T14198,S0985,B00363,2025-01-24,2025-02-11,Returned
T14199,S0492,B02797,2025-01-09,2026-02-11,Issued
T14200,S0256,B03499,2025-01-27,2025-06-07,Issued
T14201,S0089,B01886,2024-07-23,2026-07-26,Returned
T14202,S0944,B03696,2024-11-27,2024-12-06,Returned
T14203,S0032,B01641,2025-05-24,2025-08-24,Issued
T14204,S0312,B00613,2025-04-11,2025-08-21,Late Return
T14205,S0794,B04567,2025-04-09,2026-05-11,Returned
T14206,S0736,B03300,2024-08-13,2025-09-02,Issued
T14207,S0787,B03789,2025-06-21,2026-02-22,Late Return
T14208,S0875,B02090,2026-04-02,2026-07-21,Issued
T14209,S0355,B04700,2026-04-30,2026-07-26,Late Return
T14210,S0199,B02963,2025-08-22,2026-07-30,Returned
T14211,S0830,B01014,2025-04-25,2026-05-12,Late Return
T14212,S0103,B04588,2025-10-18,2025-11-20,Returned
T14213,S0291,B00750,2024-10-31,2026-06-29,Late Return
T14214,S0986,B01983,2025-05-30,2025-11-27,Late Return
T14215,S0463,B00810,2025-05-26,2025-10-19,Issued
T14216,S0867,B02369,2025-07-09,2025-11-16,Issued
T14217,S0948,B03437,2025-12-18,2025-12-29,Returned
T14218,S0976,B03229,2024-09-03,2025-09-20,Issued
T14219,S0880,B03681,2025-11-24,2025-11-24,Issued
T14220,S0395,B03574,2025-08-06,2026-03-12,Returned
T14221,S0725,B03080,2024-12-05,2026-06-09,Returned
T14222,S0717,B00021,2024-07-17,2024-09-12,Returned
T14223,S0254,B00768,2026-05-20,2026-06-23,Late Return
T14224,S0111,B03760,2025-08-18,2025-09-20,Returned
T14225,S0723,B01905,2024-07-16,2025-01-15,Late Return
T14226,S0837,B03247,2025-07-25,2025-11-04,Late Return
T14227,S0722,B03274,2025-04-08,2026-06-24,Returned
T14228,S0191,B01087,2026-01-09,2026-07-02,Returned
T14229,S0051,B01594,2024-11-23,2025-07-06,Returned
T14230,S0813,B04931,2024-12-31,2025-05-07,Returned
T14231,S0574,B03508,2025-02-20,2025-09-21,Issued
T14232,S0877,B00249,2025-06-07,2025-06-08,Issued
T14233,S0523,B03349,2025-09-27,2025-11-25,Late Return
T14234,S0100,B04289,2025-10-11,2026-04-19,Returned
T14235,S0652,B00160,2025-06-18,2026-01-27,Returned
T14236,S0008,B01661,2024-09-23,2025-10-01,Late Return
T14237,S0564,B03675,2025-11-30,2026-07-21,Returned
T14238,S0566,B03121,2025-10-04,2026-06-18,Issued
T14239,S0874,B03648,2025-01-15,2026-07-23,Late Return
T14240,S0893,B01897,2024-08-30,2026-04-27,Issued
T14241,S0389,B02119,2025-08-28,2026-08-01,Late Return
T14242,S0209,B01590,2025-07-15,2025-09-27,Late Return
T14243,S0060,B00464,2025-07-11,2025-10-14,Issued
T14244,S0669,B00530,2025-06-28,2025-11-15,Issued
T14245,S0066,B04536,2025-12-23,2026-04-16,Issued
T14246,S0253,B00258,2025-01-02,2025-03-25,Returned
T14247,S0774,B01048,2025-11-19,2026-04-13,Late Return
T14248,S0549,B04423,2026-07-11,2026-08-01,Returned
T14249,S0141,B03223,2025-12-26,2026-03-01,Issued
T14250,S0428,B03094,2026-03-22,2026-07-11,Returned
T14251,S0246,B00437,2026-05-30,2026-08-09,Returned
T14252,S0247,B04034,2025-08-20,2026-03-16,Returned
T14253,S0432,B00474,2025-08-20,2026-06-08,Late Return
T14254,S0179,B02103,2025-10-07,2026-08-13,Issued
T14255,S0955,B00605,2024-11-27,2025-02-06,Returned
T14256,S0675,B01873,2025-11-03,2026-02-27,Issued
T14257,S0710,B00927,2025-07-03,2026-03-14,Returned
T14258,S0291,B04847,2026-01-10,2026-04-05,Returned
T14259,S0852,B04539,2025-01-28,2026-05-25,Issued
T14260,S0276,B03639,2024-09-30,2026-03-26,Issued
T14261,S0807,B04449,2026-01-13,2026-06-11,Returned
T14262,S0323,B02821,2025-11-28,2026-08-15,Issued
T14263,S0574,B00284,2026-06-15,2026-06-21,Returned
T14264,S0926,B03920,2026-02-23,2026-02-25,Returned
T14265,S0071,B04272,2024-11-05,2026-06-30,Issued
T14266,S0631,B03342,2024-11-16,2025-07-26,Issued
T14267,S0948,B01761,2026-06-27,2026-07-23,Issued
T14268,S0111,B02799,2026-03-29,2026-04-27,Returned
T14269,S0041,B01005,2024-10-23,2026-04-09,Late Return
T14270,S0785,B01174,2026-07-04,2026-07-08,Returned
T14271,S0481,B03662,2024-08-25,2025-03-25,Issued
T14272,S0369,B00369,2025-03-05,2025-12-19,Late Return
T14273,S0366,B04860,2024-10-12,2026-02-06,Returned
T14274,S0227,B02082,2025-06-09,2025-08-31,Late Return
T14275,S0757,B03353,2024-11-14,2025-12-31,Issued
T14276,S0999,B03068,2025-09-18,2026-04-19,Returned
T14277,S0068,B01600,2025-02-04,2026-06-26,Late Return
T14278,S0862,B02330,2024-07-22,2024-10-16,Late Return
T14279,S0845,B01178,2025-10-07,2026-06-15,Returned
T14280,S0917,B02469,2025-02-21,2025-09-21,Issued
T14281,S0871,B02322,2026-05-24,2026-05-29,Late Return
T14282,S0425,B03860,2024-11-14,2025-03-26,Late Return
T14283,S0489,B04831,2026-07-12,2026-08-01,Returned
T14284,S0140,B02418,2024-12-11,2025-04-22,Returned
T14285,S0491,B03978,2025-08-18,2026-03-16,Returned
T14286,S0797,B02577,2026-01-15,2026-07-13,Issued
T14287,S0018,B01953,2024-08-07,2026-07-09,Late Return
T14288,S0320,B02819,2025-08-12,2025-10-22,Late Return
T14289,S0646,B01933,2025-02-13,2026-02-02,Issued
T14290,S0796,B03116,2025-06-06,2025-08-24,Returned
T14291,S0184,B04192,2025-05-19,2025-07-11,Late Return
T14292,S0459,B01341,2025-10-23,2026-01-19,Late Return
T14293,S0840,B04854,2025-06-09,2026-07-20,Issued
T14294,S0079,B04422,2025-05-07,2025-12-31,Late Return
T14295,S0573,B04353,2025-03-11,2025-11-30,Issued
T14296,S0345,B01642,2025-05-28,2025-11-14,Returned
T14297,S0658,B04687,2025-06-29,2026-07-29,Returned
T14298,S0147,B03479,2024-11-16,2026-03-15,Issued
T14299,S0722,B04631,2025-01-23,2026-03-15,Late Return
T14300,S0289,B00074,2026-01-16,2026-06-07,Returned
T14301,S0309,B04897,2024-08-26,2026-05-14,Issued
T14302,S0182,B00202,2024-07-28,2026-06-23,Issued
T14303,S0501,B01992,2026-03-07,2026-05-08,Returned
T14304,S0323,B01431,2025-05-01,2026-08-09,Late Return
T14305,S0890,B03183,2025-08-12,2025-11-22,Returned
T14306,S0164,B04288,2025-06-21,2026-01-05,Returned
T14307,S0987,B02844,2025-10-08,2026-01-17,Issued
T14308,S0724,B03684,2024-11-23,2025-09-23,Returned
T14309,S0852,B04440,2024-07-25,2026-07-09,Issued
T14310,S0036,B00688,2025-04-18,2026-06-11,Issued
T14311,S0769,B04118,2024-12-10,2026-07-27,Issued
T14312,S0923,B03362,2025-04-13,2025-05-15,Issued
T14313,S0534,B02636,2025-06-18,2025-12-15,Late Return
T14314,S0014,B04397,2024-09-28,2024-10-11,Issued
T14315,S0006,B02731,2026-03-14,2026-05-19,Late Return
T14316,S0911,B03120,2024-11-03,2025-01-27,Late Return
T14317,S0427,B02740,2026-06-03,2026-06-30,Returned
T14318,S0753,B03658,2025-05-18,2026-02-24,Returned
T14319,S0693,B02779,2026-04-01,2026-06-16,Late Return
T14320,S0519,B00307,2025-09-16,2026-02-03,Issued
T14321,S0693,B04969,2025-01-16,2025-09-28,Late Return
T14322,S0519,B00733,2026-02-07,2026-03-11,Issued
T14323,S0697,B03049,2025-09-12,2026-06-22,Returned
T14324,S0227,B04947,2025-06-28,2025-12-16,Issued
T14325,S0587,B02739,2025-04-01,2026-06-03,Issued
T14326,S0061,B04896,2025-09-02,2026-07-26,Issued
T14327,S0926,B01276,2026-03-15,2026-07-21,Issued
T14328,S0646,B02709,2024-10-21,2026-02-23,Issued
T14329,S0040,B04720,2026-06-30,2026-07-07,Returned
T14330,S0594,B04416,2024-08-16,2025-04-21,Late Return
T14331,S0206,B03815,2026-03-25,2026-07-31,Late Return
T14332,S0135,B04890,2026-03-14,2026-05-09,Issued
T14333,S0187,B00454,2026-05-21,2026-05-25,Issued
T14334,S0985,B00261,2026-03-21,2026-05-15,Late Return
T14335,S0513,B02822,2024-11-09,2025-09-12,Returned
T14336,S0696,B01011,2024-10-31,2025-12-12,Late Return
T14337,S0836,B01184,2025-10-18,2026-02-18,Issued
T14338,S0939,B01159,2024-08-19,2025-02-23,Late Return
T14339,S0420,B01256,2025-05-30,2025-12-04,Late Return
T14340,S0968,B02215,2025-10-20,2026-04-05,Late Return
T14341,S0476,B04848,2026-05-23,2026-06-13,Issued
T14342,S0944,B01496,2025-08-02,2025-11-10,Late Return
T14343,S0505,B02286,2025-11-08,2025-12-28,Issued
T14344,S0598,B03671,2024-08-20,2026-07-23,Returned
T14345,S0141,B02888,2025-04-11,2025-06-13,Late Return
T14346,S0887,B00857,2024-12-31,2025-01-07,Late Return
T14347,S0709,B00064,2024-11-09,2024-11-25,Issued
T14348,S0626,B02889,2024-11-25,2025-07-25,Late Return
T14349,S0065,B02678,2025-07-24,2026-07-02,Issued
T14350,S0199,B02021,2026-01-01,2026-08-10,Late Return
T14351,S0999,B03675,2024-09-11,2024-10-19,Issued
T14352,S0087,B00474,2025-04-16,2025-08-02,Late Return
T14353,S0805,B02997,2024-12-28,2025-06-03,Late Return
T14354,S0226,B02130,2025-04-10,2025-05-20,Issued
T14355,S0809,B02147,2024-12-07,2025-03-13,Returned
T14356,S0993,B02448,2024-10-15,2026-04-05,Issued
T14357,S0383,B01712,2025-03-04,2025-11-27,Returned
T14358,S0302,B04128,2025-11-24,2026-04-17,Returned
T14359,S0812,B00967,2026-04-13,2026-07-07,Late Return
T14360,S0366,B04124,2025-03-20,2025-04-18,Returned
T14361,S0989,B03953,2026-05-03,2026-07-13,Late Return
T14362,S0939,B01499,2024-11-17,2025-07-14,Returned
T14363,S0781,B01318,2025-10-08,2026-04-30,Late Return
T14364,S0685,B00634,2025-03-15,2025-10-22,Late Return
T14365,S0188,B00231,2026-03-16,2026-07-02,Late Return
T14366,S0933,B00862,2025-02-08,2026-05-07,Issued
T14367,S0596,B01846,2025-04-08,2025-07-23,Returned
T14368,S0901,B01456,2025-04-29,2025-08-03,Late Return
T14369,S0181,B03237,2026-06-27,2026-08-03,Late Return
T14370,S0167,B02143,2025-10-07,2025-12-24,Late Return
T14371,S0016,B01339,2026-06-13,2026-07-28,Late Return
T14372,S0103,B03364,2025-03-20,2025-08-29,Issued
T14373,S0077,B03285,2025-01-07,2026-01-21,Issued
T14374,S0173,B00539,2024-10-08,2025-07-29,Issued
T14375,S0035,B01724,2025-02-24,2025-07-20,Late Return
T14376,S0059,B01646,2026-02-04,2026-04-05,Late Return
T14377,S0016,B00156,2025-02-16,2026-04-29,Late Return
T14378,S0105,B04420,2026-04-12,2026-05-03,Returned
T14379,S0883,B00779,2024-09-13,2026-05-04,Late Return
T14380,S0461,B04329,2025-11-27,2026-03-30,Returned
T14381,S0287,B02404,2026-06-08,2026-07-16,Returned
T14382,S0268,B04452,2025-04-12,2026-01-10,Returned
T14383,S0230,B03036,2024-07-17,2025-08-11,Late Return
T14384,S0077,B00976,2026-05-02,2026-05-03,Returned
T14385,S0951,B02070,2025-12-14,2026-02-19,Issued
T14386,S0829,B00371,2024-08-10,2025-03-14,Issued
T14387,S0589,B01814,2024-07-16,2024-09-01,Issued
T14388,S0581,B04497,2026-01-24,2026-05-12,Returned
T14389,S0313,B03016,2025-11-14,2026-04-03,Late Return
T14390,S0166,B04935,2025-05-30,2026-03-10,Returned
T14391,S0718,B04834,2025-01-27,2026-04-03,Late Return
T14392,S0921,B00184,2025-06-09,2026-07-04,Issued
T14393,S0657,B02291,2025-08-15,2026-04-16,Issued
T14394,S0250,B03162,2024-08-28,2025-06-15,Issued
T14395,S0521,B04021,2026-04-22,2026-05-09,Returned
T14396,S0195,B03592,2025-10-02,2025-12-25,Returned
T14397,S0161,B04062,2024-12-26,2025-11-28,Returned
T14398,S0462,B01825,2024-07-27,2024-10-08,Issued
T14399,S0380,B04697,2024-12-30,2025-05-15,Late Return
T14400,S0765,B00353,2024-12-04,2026-07-17,Issued
T14401,S0788,B02694,2026-01-05,2026-01-15,Returned
T14402,S0464,B00842,2025-02-05,2026-01-30,Late Return
T14403,S0215,B02899,2026-04-06,2026-08-12,Late Return
T14404,S0565,B02065,2026-01-21,2026-08-08,Late Return
T14405,S0799,B04298,2025-04-03,2026-05-05,Issued
T14406,S0183,B02609,2025-12-27,2026-03-19,Returned
T14407,S0090,B03546,2024-09-06,2025-03-13,Returned
T14408,S0418,B04287,2025-02-24,2026-03-25,Late Return
T14409,S0002,B02702,2025-07-19,2025-12-16,Issued
T14410,S0911,B03260,2025-09-29,2026-03-02,Late Return
T14411,S0643,B01164,2025-06-12,2026-07-21,Issued
T14412,S0653,B00650,2026-01-06,2026-07-29,Returned
T14413,S0762,B03529,2025-02-03,2026-04-25,Returned
T14414,S0714,B00311,2025-05-04,2026-07-25,Returned
T14415,S0432,B02393,2025-04-01,2025-12-06,Issued
T14416,S0080,B00867,2025-12-24,2026-04-10,Returned
T14417,S0442,B00058,2026-07-10,2026-08-12,Returned
T14418,S0717,B02888,2025-04-24,2025-05-11,Returned
T14419,S0864,B03626,2026-02-01,2026-06-05,Late Return
T14420,S0940,B04523,2025-07-05,2026-07-02,Returned
T14421,S0574,B00736,2026-03-31,2026-08-13,Issued
T14422,S0777,B02932,2025-02-09,2025-07-24,Returned
T14423,S0514,B02889,2026-07-16,2026-08-06,Issued
T14424,S0431,B04432,2026-03-11,2026-03-31,Issued
T14425,S0597,B00862,2026-02-02,2026-03-16,Late Return
T14426,S0057,B04176,2024-10-04,2026-07-19,Late Return
T14427,S0792,B03491,2025-09-17,2026-07-22,Returned
T14428,S0317,B04856,2025-10-03,2026-04-29,Returned
T14429,S0307,B00750,2024-11-06,2026-04-06,Returned
T14430,S0444,B04114,2025-09-19,2026-06-23,Returned
T14431,S0559,B00551,2024-08-22,2024-11-01,Late Return
T14432,S0542,B01545,2026-04-04,2026-05-08,Returned
T14433,S0616,B01325,2025-11-27,2026-03-16,Late Return
T14434,S0192,B04145,2025-03-08,2025-04-21,Returned
T14435,S0028,B03247,2026-07-06,2026-07-14,Issued
T14436,S0692,B00055,2026-03-12,2026-05-28,Late Return
T14437,S0568,B04159,2024-11-22,2026-07-21,Issued
T14438,S0463,B03294,2025-04-25,2026-02-20,Issued
T14439,S0058,B00964,2024-11-25,2026-08-15,Late Return
T14440,S0535,B03666,2025-05-18,2025-08-22,Returned
T14441,S0520,B00407,2025-08-10,2026-04-10,Returned
T14442,S0815,B03937,2024-11-04,2024-12-19,Late Return
T14443,S0022,B00057,2025-10-29,2026-01-18,Late Return
T14444,S0022,B00345,2025-12-21,2026-07-20,Late Return
T14445,S0096,B00486,2026-06-15,2026-06-24,Returned
T14446,S0335,B00947,2025-03-01,2026-07-05,Returned
T14447,S0083,B02746,2025-02-18,2026-04-24,Issued
T14448,S0784,B01323,2025-06-04,2025-10-09,Returned
T14449,S0468,B02561,2025-06-09,2026-02-13,Late Return
T14450,S0474,B03068,2025-06-07,2025-06-13,Issued
T14451,S0093,B00983,2025-08-31,2026-03-23,Late Return
T14452,S0437,B01595,2026-04-09,2026-07-09,Issued
T14453,S0878,B00354,2026-03-11,2026-08-03,Returned
T14454,S0912,B00320,2025-07-10,2025-10-11,Issued
T14455,S0552,B01794,2025-10-21,2026-06-18,Returned
T14456,S0575,B00783,2024-11-09,2025-06-05,Issued
T14457,S0786,B02280,2024-07-21,2024-08-29,Late Return
T14458,S0736,B00202,2025-04-14,2025-06-13,Issued
T14459,S0069,B00047,2025-02-10,2026-05-19,Issued
T14460,S0216,B03124,2026-01-10,2026-05-28,Issued
T14461,S0734,B02519,2024-09-06,2025-01-05,Late Return
T14462,S0767,B02705,2026-01-30,2026-07-13,Late Return
T14463,S0701,B00710,2024-10-22,2025-12-30,Returned
T14464,S0625,B04208,2026-05-22,2026-06-12,Issued
T14465,S0116,B01578,2025-03-17,2025-10-23,Returned
T14466,S0111,B04653,2026-01-23,2026-04-03,Returned
T14467,S0829,B03949,2025-02-11,2026-06-06,Late Return
T14468,S0841,B03321,2024-09-10,2025-06-24,Returned
T14469,S0443,B03060,2024-08-04,2025-01-30,Returned
T14470,S0090,B01162,2026-05-23,2026-07-17,Late Return
T14471,S0900,B01008,2026-06-14,2026-07-04,Issued
T14472,S0446,B01565,2024-10-12,2025-05-31,Issued
T14473,S0406,B02958,2024-11-07,2026-05-30,Late Return
T14474,S0078,B02508,2024-11-03,2024-11-19,Returned
T14475,S0087,B02181,2026-01-10,2026-05-02,Issued
T14476,S0199,B02572,2025-11-20,2026-03-30,Late Return
T14477,S0631,B02797,2025-11-17,2025-11-27,Returned
T14478,S0534,B00968,2025-02-01,2026-05-28,Late Return
T14479,S0360,B04817,2025-04-30,2026-05-29,Issued
T14480,S0497,B02369,2024-11-03,2026-06-02,Issued
T14481,S0239,B03892,2025-04-20,2025-07-28,Returned
T14482,S0156,B00956,2024-07-29,2024-12-19,Issued
T14483,S0855,B04269,2025-07-12,2025-11-07,Late Return
T14484,S0523,B00794,2024-08-24,2024-11-15,Returned
T14485,S0673,B01899,2025-01-17,2025-12-25,Late Return
T14486,S0990,B04230,2025-07-10,2026-05-08,Late Return
T14487,S0262,B01515,2024-07-24,2026-02-13,Issued
T14488,S0537,B03837,2026-03-29,2026-07-16,Returned
T14489,S0761,B04807,2024-12-15,2025-08-21,Late Return
T14490,S0411,B02533,2025-12-26,2026-07-15,Returned
T14491,S0809,B02476,2025-09-23,2025-11-08,Late Return
T14492,S0875,B02294,2024-10-15,2026-05-17,Issued
T14493,S0239,B01006,2025-12-24,2026-03-13,Late Return
T14494,S0241,B03503,2025-12-29,2026-04-21,Late Return
T14495,S0346,B00602,2025-12-21,2026-01-14,Late Return
T14496,S0165,B02300,2025-04-01,2025-08-19,Returned
T14497,S0996,B00357,2024-09-04,2026-04-03,Returned
T14498,S0513,B01683,2025-09-29,2026-03-29,Issued
T14499,S0873,B03231,2024-09-17,2025-10-28,Returned
T14500,S0345,B00726,2024-11-22,2025-01-17,Issued
T14501,S0122,B03212,2025-09-02,2026-05-17,Returned
T14502,S0435,B00980,2025-05-22,2025-10-14,Late Return
T14503,S0869,B04269,2026-01-31,2026-05-26,Issued
T14504,S0650,B04943,2025-08-21,2025-12-16,Issued
T14505,S0748,B01946,2025-07-19,2025-12-16,Late Return
T14506,S0143,B01634,2025-09-03,2026-02-13,Returned
T14507,S0987,B01463,2026-05-30,2026-08-01,Late Return
T14508,S0431,B02031,2025-01-17,2026-04-18,Issued
T14509,S0383,B02775,2025-10-29,2026-03-02,Issued
T14510,S0343,B02192,2025-06-24,2025-11-12,Issued
T14511,S0957,B03172,2026-02-09,2026-05-10,Late Return
T14512,S0449,B02650,2025-07-04,2026-02-18,Returned
T14513,S0423,B04775,2025-07-23,2025-12-29,Returned
T14514,S0838,B03235,2025-09-17,2025-09-26,Returned
T14515,S0762,B00758,2026-02-02,2026-02-25,Late Return
T14516,S0076,B02980,2025-11-21,2025-11-26,Late Return
T14517,S0527,B02599,2025-08-04,2026-07-27,Issued
T14518,S0424,B04652,2024-08-09,2025-12-16,Late Return
T14519,S0266,B00421,2024-07-23,2025-06-14,Returned
T14520,S0393,B01436,2025-01-29,2026-01-27,Returned
T14521,S0069,B02002,2025-06-02,2026-02-23,Late Return
T14522,S0183,B04621,2025-09-09,2026-06-29,Returned
T14523,S0332,B03013,2026-06-14,2026-08-05,Issued
T14524,S0094,B04562,2024-07-26,2025-04-08,Late Return
T14525,S0220,B00507,2024-07-28,2026-05-05,Issued
T14526,S0622,B01868,2026-01-05,2026-02-01,Returned
T14527,S0874,B00002,2025-12-24,2026-03-21,Returned
T14528,S0811,B00927,2026-07-13,2026-07-28,Returned
T14529,S0223,B03407,2025-08-27,2026-04-13,Returned
T14530,S0047,B02534,2024-12-05,2025-06-25,Returned
T14531,S0074,B04032,2025-09-10,2026-01-21,Late Return
T14532,S0772,B01836,2024-08-25,2025-07-30,Late Return
T14533,S0471,B00290,2025-02-17,2025-05-19,Issued
T14534,S0654,B02988,2024-07-28,2026-08-12,Late Return
T14535,S0398,B01826,2025-02-17,2026-04-29,Issued
T14536,S0022,B00456,2026-03-13,2026-07-24,Late Return
T14537,S0132,B02737,2026-07-11,2026-07-30,Issued
T14538,S0446,B00133,2024-11-06,2025-08-31,Late Return
T14539,S0214,B01725,2026-02-09,2026-04-23,Returned
T14540,S0144,B04448,2025-01-21,2026-04-26,Late Return
T14541,S0121,B01268,2025-10-14,2026-03-24,Late Return
T14542,S0012,B04089,2024-08-11,2026-06-12,Returned
T14543,S0550,B02375,2025-03-22,2025-06-22,Returned
T14544,S0925,B04825,2025-11-09,2026-07-12,Issued
T14545,S0303,B00137,2024-09-26,2025-03-09,Returned
T14546,S0769,B00153,2026-02-07,2026-04-19,Late Return
T14547,S0328,B02945,2026-07-16,2026-08-07,Issued
T14548,S0843,B01928,2026-04-09,2026-07-22,Late Return
T14549,S0097,B01240,2026-05-13,2026-08-15,Returned
T14550,S0098,B02517,2026-04-20,2026-05-24,Issued
T14551,S0757,B03459,2025-03-11,2026-06-24,Issued
T14552,S0372,B01731,2025-09-03,2025-12-12,Returned
T14553,S0996,B02956,2025-05-13,2026-01-03,Issued
T14554,S0378,B02400,2024-08-04,2025-06-16,Issued
T14555,S0300,B00948,2026-04-05,2026-06-18,Issued
T14556,S0260,B02407,2026-01-15,2026-02-17,Issued
T14557,S0386,B02873,2026-05-16,2026-07-17,Late Return
T14558,S0006,B04332,2025-04-14,2025-10-16,Issued
T14559,S0291,B00222,2025-05-27,2025-12-28,Late Return
T14560,S0752,B01094,2026-02-03,2026-04-16,Issued
T14561,S0458,B03367,2026-04-12,2026-08-13,Issued
T14562,S0310,B03701,2025-12-11,2026-01-30,Late Return
T14563,S0543,B04049,2025-03-16,2025-04-09,Late Return
T14564,S0412,B03552,2026-03-31,2026-03-31,Returned
T14565,S0186,B01555,2025-07-28,2026-04-09,Late Return
T14566,S0075,B04511,2026-05-30,2026-07-26,Issued
T14567,S0003,B01741,2024-10-09,2025-12-08,Issued
T14568,S0619,B01021,2024-07-26,2025-08-30,Late Return
T14569,S0411,B01804,2024-07-20,2026-07-15,Issued
T14570,S0849,B03480,2026-07-05,2026-07-20,Returned
T14571,S0545,B01240,2024-08-02,2025-10-30,Late Return
T14572,S0161,B00063,2025-10-25,2026-03-11,Issued
T14573,S0387,B00040,2026-03-23,2026-05-08,Late Return
T14574,S0596,B01415,2026-03-13,2026-07-13,Issued
T14575,S0259,B00638,2024-10-07,2025-12-20,Late Return
T14576,S0387,B01049,2024-08-21,2025-01-07,Late Return
T14577,S0249,B04323,2024-10-17,2024-11-13,Late Return
T14578,S0062,B04170,2025-08-06,2025-11-08,Issued
T14579,S0782,B01590,2025-12-09,2026-04-29,Late Return
T14580,S0830,B03291,2026-01-14,2026-03-31,Returned
T14581,S0339,B01561,2025-03-08,2025-10-07,Issued
T14582,S0061,B04386,2026-07-09,2026-07-26,Late Return
T14583,S0705,B03457,2024-12-03,2025-03-05,Issued
T14584,S0478,B00912,2026-03-03,2026-04-08,Returned
T14585,S0468,B01872,2025-08-03,2026-07-11,Returned
T14586,S0712,B00564,2025-01-13,2026-02-24,Late Return
T14587,S0129,B01774,2026-04-01,2026-08-04,Returned
T14588,S0587,B04627,2026-02-22,2026-04-19,Returned
T14589,S0191,B03554,2025-09-28,2026-03-21,Returned
T14590,S0492,B03264,2026-05-17,2026-07-30,Issued
T14591,S0654,B03075,2025-11-27,2025-12-30,Returned
T14592,S0628,B01732,2024-07-16,2025-03-02,Late Return
T14593,S0502,B01955,2025-04-06,2026-06-12,Issued
T14594,S0785,B03442,2024-12-29,2025-04-05,Late Return
T14595,S0756,B01824,2025-08-17,2026-07-04,Returned
T14596,S0441,B03326,2025-01-04,2025-02-09,Issued
T14597,S0803,B04299,2024-12-20,2025-04-21,Late Return
T14598,S0456,B03884,2026-04-07,2026-06-14,Late Return
T14599,S0131,B04032,2026-04-11,2026-08-07,Late Return
T14600,S0103,B00361,2026-07-06,2026-08-07,Late Return
T14601,S0539,B02632,2024-10-21,2025-02-07,Issued
T14602,S0832,B00271,2026-02-26,2026-06-23,Issued
T14603,S0963,B00156,2024-08-02,2026-07-15,Late Return
T14604,S0527,B03698,2025-12-29,2026-07-06,Late Return
T14605,S0989,B01596,2025-07-21,2025-12-20,Issued
T14606,S0132,B02190,2025-03-17,2026-05-15,Issued
T14607,S0428,B01462,2026-06-15,2026-08-04,Issued
T14608,S0342,B04647,2025-10-16,2025-11-30,Issued
T14609,S0785,B03460,2026-01-08,2026-04-12,Issued
T14610,S0764,B01087,2026-02-12,2026-07-04,Returned
T14611,S0969,B00417,2024-09-30,2026-01-04,Issued
T14612,S0435,B01874,2024-11-04,2025-07-15,Issued
T14613,S0702,B03591,2026-06-19,2026-08-15,Issued
T14614,S0446,B03956,2026-03-12,2026-07-29,Late Return
T14615,S0208,B01939,2024-07-22,2024-09-16,Returned
T14616,S0282,B02263,2025-11-07,2025-12-04,Issued
T14617,S0964,B04207,2025-03-08,2025-09-30,Returned
T14618,S0880,B04947,2025-03-02,2026-03-20,Issued
T14619,S0627,B01612,2024-08-18,2026-07-07,Late Return
T14620,S0031,B00410,2025-12-26,2026-06-18,Issued
T14621,S0134,B02097,2025-01-21,2026-08-13,Late Return
T14622,S0435,B04669,2024-12-16,2025-12-05,Late Return
T14623,S0374,B01511,2025-03-31,2026-01-16,Returned
T14624,S0763,B01320,2024-08-15,2025-12-03,Issued
T14625,S0671,B01196,2024-10-18,2025-10-24,Returned
T14626,S0213,B02279,2026-05-21,2026-06-12,Returned
T14627,S0428,B00072,2024-09-08,2025-03-08,Returned
