book_id,book_name,author,publisher,publication_year
B03887,Python Programming,Tanenbaum,Wiley,2019
B03888,Cyber Security,James,Wiley,2012
B03889,Discrete Mathematics,Silberschatz,Wiley,2024
B03890,Java Programming,Tanenbaum,Oxford,2020
B03891,Microprocessors,Stallings,Wiley,2026
B03892,Database Management Systems,Silberschatz,Pearson,2016
B03893,Deep Learning,Stallings,Wiley,2018
B03894,Data Mining,Tanenbaum,Springer,2025
B03895,Data Structures,Stallings,Springer,2016
B03896,Statistics,Tanenbaum,Oxford,2011
B03897,Digital Logic,Galvin,Oxford,2013
B03898,Java Programming,Silberschatz,Springer,2019
B03899,Operating Systems,Stallings,McGraw Hill,2025
B03900,Java Programming,Cormen,McGraw Hill,2025
B03901,Artificial Intelligence,Sutton,Pearson,2010
B03902,Discrete Mathematics,Sutton,McGraw Hill,2025
B03903,Software Engineering,Galvin,Oxford,2017
B03904,Machine Learning,Ross,Springer,2014
B03905,Database Management Systems,Korth,Oxford,2017
B03906,Cyber Security,Korth,Pearson,2011
B03907,Java Programming,Tanenbaum,McGraw Hill,2015
B03908,Microprocessors,Galvin,Pearson,2018
B03909,Cyber Security,Ross,McGraw Hill,2011
B03910,Digital Logic,Ross,Pearson,2020
B03911,Algorithms,Tanenbaum,Springer,2015
B03912,Database Management Systems,Ross,McGraw Hill,2020
B03913,Data Structures,James,Oxford,2013
B03914,Algorithms,Stallings,Oxford,2019
B03915,Data Structures,Goodfellow,Springer,2023
B03916,Cloud Computing,Silberschatz,Wiley,2025
B03917,Python Programming,Ross,Oxford,2014
B03918,Artificial Intelligence,Goodfellow,Oxford,2020
B03919,Discrete Mathematics,Ross,Pearson,2012
B03920,Statistics,Silberschatz,McGraw Hill,2019
B03921,Cloud Computing,Stallings,Wiley,2013
B03922,Cloud Computing,Sutton,Pearson,2011
B03923,Operating Systems,Korth,Pearson,2025
B03924,Software Engineering,Tanenbaum,Pearson,2023
B03925,Database Management Systems,Sutton,McGraw Hill,2017
B03926,Digital Logic,Silberschatz,Pearson,2010
B03927,Microprocessors,Sutton,McGraw Hill,2012
B03928,Deep Learning,Silberschatz,McGraw Hill,2022
B03929,Cloud Computing,Tanenbaum,Oxford,2022
B03930,Operating Systems,Silberschatz,Oxford,2011
B03931,Data Mining,Korth,Oxford,2020
B03932,Statistics,Goodfellow,Springer,2021
B03933,Operating Systems,Tanenbaum,Wiley,2010
B03934,Cloud Computing,Silberschatz,McGraw Hill,2020
B03935,Data Structures,Korth,Wiley,2019
B03936,Database Management Systems,Tanenbaum,Oxford,2012
B03937,Algorithms,Silberschatz,Wiley,2015
B03938,Artificial Intelligence,Ross,Oxford,2020
B03939,Compiler Design,Goodfellow,Pearson,2025
B03940,Algorithms,James,Pearson,2024
B03941,Operating Systems,Stallings,Pearson,2023
B03942,Artificial Intelligence,Cormen,Springer,2022
B03943,Discrete Mathematics,Goodfellow,Pearson,2016
B03944,Data Mining,Sutton,Oxford,2020
B03945,Cloud Computing,Sutton,Wiley,2021
B03946,Deep Learning,James,Oxford,2021
B03947,Microprocessors,Cormen,Wiley,2011
B03948,Digital Logic,Silberschatz,Pearson,2010
B03949,Digital Logic,Cormen,Springer,2012
B03950,Software Engineering,Ross,Wiley,2012
B03951,Microprocessors,Sutton,Pearson,2013
B03952,Operating Systems,Goodfellow,McGraw Hill,2022
B03953,Operating Systems,Tanenbaum,Springer,2013
B03954,Operating Systems,Cormen,Oxford,2013
B03955,Data Structures,Silberschatz,McGraw Hill,2019
B03956,Cloud Computing,Goodfellow,Pearson,2014
B03957,Algorithms,Tanenbaum,Oxford,2012
B03958,Computer Networks,Tanenbaum,Wiley,2010
B03959,Operating Systems,Sutton,Oxford,2024
B03960,Algorithms,Stallings,Springer,2019
B03961,Software Engineering,Goodfellow,Oxford,2017
B03962,Statistics,Ross,McGraw Hill,2019
B03963,Discrete Mathematics,Ross,Wiley,2024
B03964,Algorithms,Korth,Wiley,2024
B03965,Machine Learning,Korth,Oxford,2025
B03966,Big Data,Korth,Pearson,2025
B03967,Cyber Security,Korth,McGraw Hill,2026
B03968,Microprocessors,Galvin,Springer,2021
B03969,Algorithms,Ross,Springer,2026
B03970,Machine Learning,Sutton,Springer,2021
B03971,Compiler Design,Sutton,Springer,2024
B03972,Digital Logic,Ross,Oxford,2019
B03973,Digital Logic,Stallings,Wiley,2026
B03974,Algorithms,Cormen,Pearson,2014
B03975,Cloud Computing,Korth,McGraw Hill,2025
B03976,Software Engineering,Goodfellow,Wiley,2012
B03977,Deep Learning,Ross,Oxford,2015
B03978,Statistics,Ross,Oxford,2012
B03979,Data Mining,Cormen,Oxford,2012
B03980,Compiler Design,Galvin,Oxford,2022
B03981,Computer Networks,Korth,Pearson,2022
B03982,Operating Systems,Silberschatz,Wiley,2015
B03983,Microprocessors,Galvin,McGraw Hill,2012
B03984,Java Programming,Silberschatz,McGraw Hill,2023
B03985,Cyber Security,Sutton,Springer,2026
B03986,Java Programming,James,Wiley,2017
B03987,Microprocessors,Galvin,Springer,2026
B03988,Cloud Computing,Tanenbaum,Springer,2021
B03989,Operating Systems,Korth,Oxford,2011
B03990,Computer Networks,Goodfellow,Oxford,2016
B03991,Cyber Security,Silberschatz,McGraw Hill,2016
B03992,Compiler Design,Galvin,Oxford,2013
B03993,Cloud Computing,Korth,Pearson,2024
B03994,Artificial Intelligence,Galvin,Pearson,2022
B03995,Machine Learning,Stallings,Oxford,2026
B03996,Computer Networks,Tanenbaum,Pearson,2010
B03997,Software Engineering,Sutton,Oxford,2010
B03998,Digital Logic,Sutton,McGraw Hill,2021
B03999,Microprocessors,Korth,Wiley,2020
B04000,Python Programming,Sutton,Wiley,2021
B04001,Microprocessors,Korth,Springer,2011
B04002,Java Programming,Korth,Wiley,2026
B04003,Statistics,Silberschatz,McGraw Hill,2011
B04004,Cloud Computing,Galvin,Oxford,2018
B04005,Data Mining,Tanenbaum,Wiley,2017
B04006,Software Engineering,Ross,Pearson,2016
B04007,Data Structures,Ross,Springer,2019
B04008,Artificial Intelligence,Sutton,Springer,2021
B04009,Discrete Mathematics,James,Springer,2010
B04010,Database Management Systems,Stallings,Pearson,2010
B04011,Data Structures,Ross,Pearson,2017
B04012,Deep Learning,Sutton,Wiley,2022
B04013,Algorithms,James,McGraw Hill,2017
B04014,Operating Systems,Silberschatz,Pearson,2016
B04015,Software Engineering,James,Springer,2013
B04016,Machine Learning,Goodfellow,Wiley,2026
B04017,Big Data,Korth,Wiley,2018
B04018,Cyber Security,Stallings,Pearson,2024
B04019,Artificial Intelligence,James,Pearson,2022
B04020,Operating Systems,Silberschatz,Pearson,2016
B04021,Algorithms,Goodfellow,Springer,2023
B04022,Digital Logic,James,McGraw Hill,2023
B04023,Microprocessors,James,Pearson,2019
B04024,Big Data,Ross,Oxford,2012
B04025,Cloud Computing,James,Wiley,2018
B04026,Compiler Design,Ross,Oxford,2016
B04027,Software Engineering,Korth,Springer,2012
B04028,Cloud Computing,Tanenbaum,Springer,2020
B04029,Big Data,Tanenbaum,Pearson,2021
B04030,Algorithms,Tanenbaum,Wiley,2014
B04031,Operating Systems,Korth,Springer,2019
B04032,Artificial Intelligence,Sutton,McGraw Hill,2016
B04033,Deep Learning,Galvin,Oxford,2011
B04034,Java Programming,Ross,Pearson,2021
B04035,Cyber Security,Goodfellow,McGraw Hill,2019
B04036,Data Structures,Galvin,Springer,2019
B04037,Algorithms,Goodfellow,Pearson,2019
B04038,Computer Networks,Silberschatz,McGraw Hill,2012
B04039,Data Structures,Ross,Springer,2023
B04040,Database Management Systems,Goodfellow,Wiley,2012
B04041,Operating Systems,Cormen,Wiley,2022
B04042,Computer Networks,Galvin,Wiley,2024
B04043,Statistics,Sutton,Wiley,2024
B04044,Software Engineering,Silberschatz,McGraw Hill,2020
B04045,Digital Logic,Galvin,Oxford,2016
B04046,Python Programming,Ross,Springer,2023
B04047,Microprocessors,Tanenbaum,McGraw Hill,2010
B04048,Software Engineering,Goodfellow,Pearson,2013
B04049,Software Engineering,Korth,Springer,2016
B04050,Discrete Mathematics,Goodfellow,McGraw Hill,2019
B04051,Microprocessors,James,Pearson,2022
B04052,Cyber Security,Tanenbaum,Oxford,2022
B04053,Operating Systems,James,Wiley,2017
B04054,Machine Learning,Sutton,Oxford,2010
B04055,Compiler Design,Tanenbaum,Wiley,2025
B04056,Operating Systems,Sutton,Wiley,2024
B04057,Software Engineering,James,Wiley,2014
B04058,Algorithms,Korth,Wiley,2022
B04059,Digital Logic,Galvin,McGraw Hill,2025
B04060,Algorithms,Korth,Wiley,2018
B04061,Cloud Computing,James,McGraw Hill,2012
B04062,Compiler Design,Stallings,Pearson,2017
B04063,Java Programming,Tanenbaum,Springer,2022
B04064,Statistics,Cormen,Pearson,2010
B04065,Software Engineering,Cormen,Oxford,2026
B04066,Digital Logic,Ross,Wiley,2017
B04067,Data Mining,Galvin,Wiley,2024
B04068,Database Management Systems,Stallings,Wiley,2020
B04069,Data Structures,Stallings,Pearson,2025
B04070,Computer Networks,Stallings,Pearson,2014
B04071,Microprocessors,Ross,McGraw Hill,2026
B04072,Digital Logic,Korth,Oxford,2011
B04073,Big Data,Silberschatz,McGraw Hill,2010
B04074,Discrete Mathematics,Ross,McGraw Hill,2021
B04075,Algorithms,Korth,Springer,2013
B04076,Big Data,Goodfellow,Oxford,2015
B04077,Compiler Design,Tanenbaum,Wiley,2020
B04078,Digital Logic,Sutton,McGraw Hill,2016
B04079,Python Programming,Korth,Wiley,2026
B04080,Digital Logic,Sutton,Oxford,2025
B04081,Database Management Systems,Galvin,McGraw Hill,2025
B04082,Compiler Design,Sutton,Pearson,2019
B04083,Discrete Mathematics,Silberschatz,Oxford,2010
B04084,Machine Learning,Korth,Springer,2024
B04085,Artificial Intelligence,Cormen,Oxford,2019
B04086,Deep Learning,Silberschatz,Pearson,2016
B04087,Microprocessors,Galvin,Springer,2025
B04088,Compiler Design,Korth,Springer,2017
B04089,Database Management Systems,Goodfellow,Springer,2025
B04090,Microprocessors,Galvin,Wiley,2021
B04091,Data Structures,Sutton,McGraw Hill,2011
B04092,Java Programming,Cormen,McGraw Hill,2016
B04093,Digital Logic,Galvin,Oxford,2013
B04094,Data Structures,Korth,McGraw Hill,2025
B04095,Operating Systems,Galvin,McGraw Hill,2018
B04096,Big Data,Cormen,Wiley,2014
B04097,Java Programming,Cormen,McGraw Hill,2011
B04098,Database Management Systems,Cormen,Oxford,2015
B04099,Data Structures,Sutton,Springer,2019
B04100,Cloud Computing,Ross,Oxford,2015
B04101,Statistics,Silberschatz,Wiley,2019
B04102,Statistics,James,Oxford,2019
B04103,Software Engineering,Galvin,Pearson,2014
B04104,Operating Systems,Sutton,Wiley,2017
B04105,Machine Learning,Ross,Pearson,2018
B04106,Data Mining,Ross,Oxford,2024
B04107,Data Structures,Silberschatz,Pearson,2021
B04108,Data Structures,James,McGraw Hill,2010
B04109,Java Programming,Goodfellow,Pearson,2015
B04110,Operating Systems,Sutton,Springer,2016
B04111,Statistics,Goodfellow,McGraw Hill,2015
B04112,Operating Systems,Galvin,Oxford,2017
B04113,Algorithms,Goodfellow,Springer,2019
B04114,Microprocessors,James,Springer,2010
B04115,Data Structures,Korth,Oxford,2014
B04116,Java Programming,Ross,Springer,2013
B04117,Cyber Security,Ross,Springer,2018
B04118,Python Programming,Stallings,McGraw Hill,2018
B04119,Machine Learning,Sutton,Oxford,2025
B04120,Digital Logic,Cormen,McGraw Hill,2019
B04121,Discrete Mathematics,Ross,McGraw Hill,2018
B04122,Big Data,Korth,Pearson,2020
B04123,Artificial Intelligence,Stallings,Springer,2026
B04124,Cyber Security,Tanenbaum,Wiley,2014
B04125,Cyber Security,Goodfellow,Pearson,2024
B04126,Operating Systems,Cormen,McGraw Hill,2010
B04127,Database Management Systems,Korth,Springer,2013
B04128,Data Structures,Sutton,Oxford,2024
B04129,Python Programming,Stallings,Pearson,2023
B04130,Database Management Systems,James,Pearson,2020
B04131,Python Programming,James,Pearson,2013
B04132,Database Management Systems,Silberschatz,McGraw Hill,2023
B04133,Software Engineering,Stallings,Springer,2020
B04134,Computer Networks,Stallings,McGraw Hill,2010
B04135,Deep Learning,Sutton,Springer,2016
B04136,Java Programming,Sutton,McGraw Hill,2016
B04137,Compiler Design,Sutton,Pearson,2015
B04138,Algorithms,Korth,Wiley,2020
B04139,Artificial Intelligence,Cormen,Wiley,2026
B04140,Computer Networks,Galvin,Pearson,2015
B04141,Computer Networks,Goodfellow,Oxford,2022
B04142,Database Management Systems,Sutton,Pearson,2026
B04143,Data Structures,Sutton,Pearson,2016
B04144,Artificial Intelligence,Cormen,Oxford,2015
B04145,Microprocessors,Stallings,Springer,2025
B04146,Java Programming,Ross,Oxford,2014
B04147,Deep Learning,Ross,Springer,2015
B04148,Cloud Computing,Sutton,Wiley,2014
B04149,Data Structures,Ross,Wiley,2026
B04150,Java Programming,Ross,Pearson,2013
B04151,Cloud Computing,Silberschatz,Wiley,2010
B04152,Data Structures,Tanenbaum,McGraw Hill,2013
B04153,Microprocessors,Galvin,Springer,2011
B04154,Computer Networks,Galvin,Pearson,2022
B04155,Python Programming,Silberschatz,Pearson,2015
B04156,Discrete Mathematics,Silberschatz,Oxford,2019
B04157,Software Engineering,Silberschatz,Wiley,2021
B04158,Operating Systems,Silberschatz,Wiley,2018
B04159,Operating Systems,James,Springer,2024
B04160,Software Engineering,Korth,Wiley,2010
B04161,Big Data,Korth,Wiley,2017
B04162,Software Engineering,Sutton,Wiley,2026
B04163,Microprocessors,Cormen,Wiley,2013
B04164,Machine Learning,Goodfellow,Springer,2023
B04165,Digital Logic,Stallings,McGraw Hill,2022
B04166,Python Programming,James,Oxford,2021
B04167,Digital Logic,Tanenbaum,Oxford,2015
B04168,Digital Logic,James,Pearson,2013
B04169,Statistics,Ross,Springer,2019
B04170,Discrete Mathematics,Sutton,Wiley,2025
B04171,Computer Networks,Ross,Wiley,2025
B04172,Data Mining,Ross,Pearson,2011
B04173,Cyber Security,Goodfellow,Pearson,2018
B04174,Java Programming,Silberschatz,McGraw Hill,2022
B04175,Algorithms,Silberschatz,Springer,2023
B04176,Java Programming,Stallings,McGraw Hill,2016
B04177,Microprocessors,Sutton,Springer,2020
B04178,Software Engineering,Sutton,Wiley,2023
B04179,Deep Learning,Cormen,Pearson,2022
B04180,Data Structures,Goodfellow,Springer,2016
B04181,Software Engineering,James,Oxford,2018
B04182,Big Data,Galvin,Oxford,2012
B04183,Big Data,Cormen,McGraw Hill,2025
B04184,Microprocessors,James,Wiley,2012
B04185,Computer Networks,Ross,Oxford,2011
B04186,Machine Learning,Tanenbaum,Pearson,2013
B04187,Compiler Design,Stallings,Springer,2015
B04188,Microprocessors,Stallings,Springer,2012
B04189,Python Programming,Goodfellow,Springer,2022
B04190,Computer Networks,Ross,Oxford,2024
B04191,Statistics,Galvin,McGraw Hill,2021
B04192,Discrete Mathematics,Silberschatz,Pearson,2022
B04193,Statistics,Stallings,Springer,2020
B04194,Machine Learning,Ross,Oxford,2017
B04195,Cloud Computing,Korth,Wiley,2015
B04196,Data Mining,Goodfellow,Pearson,2022
B04197,Compiler Design,Ross,Oxford,2018
B04198,Cyber Security,Goodfellow,Pearson,2021
B04199,Computer Networks,James,Pearson,2018
B04200,Artificial Intelligence,James,McGraw Hill,2010
B04201,Data Mining,James,Pearson,2012
B04202,Cyber Security,Ross,Oxford,2022
B04203,Computer Networks,Silberschatz,McGraw Hill,2016
B04204,Data Structures,James,Springer,2026
B04205,Database Management Systems,Sutton,Oxford,2023
B04206,Data Structures,Goodfellow,Springer,2026
B04207,Computer Networks,Galvin,Wiley,2022
B04208,Deep Learning,Ross,Oxford,2026
B04209,Compiler Design,Tanenbaum,McGraw Hill,2013
B04210,Digital Logic,James,McGraw Hill,2019
B04211,Python Programming,Stallings,Springer,2013
B04212,Compiler Design,James,Springer,2015
B04213,Statistics,Tanenbaum,Pearson,2025
B04214,Data Mining,Cormen,Pearson,2021
B04215,Machine Learning,Tanenbaum,McGraw Hill,2020
B04216,Java Programming,Sutton,Wiley,2019
B04217,Computer Networks,Goodfellow,Oxford,2014
B04218,Artificial Intelligence,James,Oxford,2012
B04219,Cyber Security,James,Springer,2017
B04220,Big Data,Cormen,Oxford,2015
B04221,Operating Systems,Tanenbaum,Pearson,2026
B04222,Python Programming,Ross,Pearson,2026
B04223,Java Programming,Silberschatz,Pearson,2010
B04224,Discrete Mathematics,Silberschatz,Pearson,2025
B04225,Statistics,Galvin,Springer,2016
B04226,Python Programming,Silberschatz,Pearson,2013
B04227,Data Mining,Stallings,McGraw Hill,2026
B04228,Digital Logic,James,McGraw Hill,2015
B04229,Cloud Computing,Ross,Pearson,2014
B04230,Artificial Intelligence,Cormen,Oxford,2023
B04231,Computer Networks,Cormen,Pearson,2016
B04232,Digital Logic,Goodfellow,Springer,2021
B04233,Java Programming,Goodfellow,Springer,2024
B04234,Algorithms,Ross,Wiley,2024
B04235,Algorithms,Tanenbaum,Pearson,2024
B04236,Computer Networks,Ross,Oxford,2013
B04237,Computer Networks,Galvin,Springer,2026
B04238,Discrete Mathematics,Tanenbaum,Wiley,2011
B04239,Cyber Security,James,McGraw Hill,2025
B04240,Big Data,Cormen,McGraw Hill,2011
B04241,Data Structures,James,Pearson,2021
B04242,Compiler Design,Ross,McGraw Hill,2017
B04243,Data Structures,Korth,Pearson,2017
B04244,Statistics,James,McGraw Hill,2011
B04245,Microprocessors,James,McGraw Hill,2020
B04246,Operating Systems,Ross,Oxford,2023
B04247,Cloud Computing,James,Oxford,2014
B04248,Computer Networks,Silberschatz,Oxford,2011
B04249,Digital Logic,Stallings,McGraw Hill,2021
B04250,Software Engineering,Goodfellow,Springer,2013
B04251,Data Mining,Tanenbaum,Wiley,2021
B04252,Data Structures,Galvin,Oxford,2024
B04253,Software Engineering,Ross,Pearson,2010
B04254,Digital Logic,Goodfellow,Oxford,2012
B04255,Data Structures,Galvin,Springer,2010
B04256,Operating Systems,Sutton,Pearson,2016
B04257,Microprocessors,Stallings,Wiley,2010
B04258,Machine Learning,Stallings,Oxford,2016
B04259,Machine Learning,Silberschatz,McGraw Hill,2016
B04260,Machine Learning,Silberschatz,Pearson,2026
B04261,Digital Logic,Galvin,Wiley,2016
B04262,Java Programming,Tanenbaum,Oxford,2018
B04263,Computer Networks,Cormen,Wiley,2020
B04264,Microprocessors,Silberschatz,McGraw Hill,2026
B04265,Microprocessors,Cormen,Wiley,2024
B04266,Computer Networks,Sutton,Wiley,2014
B04267,Artificial Intelligence,James,Pearson,2022
B04268,Java Programming,Ross,Pearson,2019
B04269,Software Engineering,Ross,Springer,2021
B04270,Cyber Security,Sutton,Oxford,2011
B04271,Digital Logic,Ross,Oxford,2017
B04272,Compiler Design,Tanenbaum,Springer,2018
B04273,Software Engineering,Galvin,McGraw Hill,2022
B04274,Data Mining,Silberschatz,Pearson,2011
B04275,Cyber Security,Ross,McGraw Hill,2016
B04276,Compiler Design,Cormen,Springer,2015
B04277,Computer Networks,Cormen,Oxford,2026
B04278,Statistics,Galvin,Wiley,2020
B04279,Data Mining,Silberschatz,Oxford,2015
B04280,Computer Networks,Goodfellow,Wiley,2024
B04281,Compiler Design,James,Pearson,2016
B04282,Software Engineering,Sutton,Springer,2025
B04283,Compiler Design,Goodfellow,Springer,2011
B04284,Deep Learning,Korth,McGraw Hill,2013
B04285,Microprocessors,Sutton,Wiley,2010
B04286,Cyber Security,James,Oxford,2010
B04287,Algorithms,Ross,Oxford,2015
B04288,Data Structures,James,Oxford,2018
B04289,Data Mining,James,Pearson,2022
B04290,Software Engineering,Galvin,Springer,2025
B04291,Algorithms,Cormen,Wiley,2010
B04292,Java Programming,James,Oxford,2024
B04293,Operating Systems,Korth,Wiley,2023
B04294,Python Programming,James,McGraw Hill,2015
B04295,Database Management Systems,Silberschatz,McGraw Hill,2026
B04296,Compiler Design,Ross,Springer,2014
B04297,Java Programming,Stallings,Pearson,2025
B04298,Computer Networks,Silberschatz,Pearson,2023
B04299,Computer Networks,Sutton,Oxford,2021
B04300,Digital Logic,Korth,McGraw Hill,2026
B04301,Microprocessors,Tanenbaum,McGraw Hill,2011
B04302,Discrete Mathematics,Korth,Wiley,2018
B04303,Big Data,Cormen,Wiley,2018
B04304,Big Data,Silberschatz,McGraw Hill,2014
B04305,Software Engineering,Cormen,Springer,2017
B04306,Machine Learning,Goodfellow,Oxford,2019
B04307,Database Management Systems,Korth,Springer,2019
B04308,Data Mining,Galvin,Springer,2024
B04309,Cyber Security,Tanenbaum,Pearson,2014
B04310,Operating Systems,Korth,Oxford,2019
B04311,Algorithms,Stallings,McGraw Hill,2016
B04312,Compiler Design,Sutton,Pearson,2016
B04313,Computer Networks,Stallings,Springer,2023
B04314,Deep Learning,Goodfellow,McGraw Hill,2024
B04315,Data Mining,Goodfellow,Oxford,2025
B04316,Database Management Systems,Ross,Wiley,2013
B04317,Microprocessors,Cormen,Pearson,2015
B04318,Artificial Intelligence,Stallings,McGraw Hill,2017
B04319,Statistics,Goodfellow,Springer,2015
B04320,Cloud Computing,Goodfellow,Oxford,2019
B04321,Deep Learning,Korth,Pearson,2011
B04322,Deep Learning,Silberschatz,McGraw Hill,2021
B04323,Python Programming,Galvin,Oxford,2021
B04324,Deep Learning,Stallings,Springer,2012
B04325,Java Programming,Stallings,Wiley,2013
B04326,Software Engineering,Tanenbaum,Pearson,2012
B04327,Compiler Design,Goodfellow,Wiley,2025
B04328,Data Mining,James,Pearson,2020
B04329,Deep Learning,Galvin,Wiley,2024
B04330,Data Structures,Tanenbaum,Springer,2026
B04331,Data Mining,James,McGraw Hill,2010
B04332,Microprocessors,Ross,Oxford,2017
B04333,Database Management Systems,Tanenbaum,Wiley,2024
B04334,Artificial Intelligence,Sutton,Pearson,2018
B04335,Software Engineering,Korth,McGraw Hill,2020
B04336,Cloud Computing,James,McGraw Hill,2013
B04337,Big Data,Sutton,Oxford,2013
B04338,Data Mining,Silberschatz,Pearson,2024
B04339,Software Engineering,Goodfellow,Pearson,2012
B04340,Digital Logic,James,Springer,2019
B04341,Data Structures,Ross,Pearson,2016
B04342,Algorithms,Korth,Oxford,2021
B04343,Artificial Intelligence,Silberschatz,Springer,2024
B04344,Java Programming,Ross,Oxford,2024
B04345,Operating Systems,Korth,McGraw Hill,2010
B04346,Digital Logic,Galvin,Oxford,2016
B04347,Data Mining,Silberschatz,McGraw Hill,2021
B04348,Artificial Intelligence,Sutton,Springer,2018
B04349,Digital Logic,Cormen,McGraw Hill,2020
B04350,Data Mining,Tanenbaum,McGraw Hill,2010
B04351,Deep Learning,Silberschatz,Wiley,2023
B04352,Digital Logic,James,Wiley,2014
B04353,Database Management Systems,Goodfellow,Oxford,2015
B04354,Digital Logic,Cormen,McGraw Hill,2022
B04355,Computer Networks,Cormen,Pearson,2018
B04356,Cloud Computing,Silberschatz,Pearson,2015
B04357,Cyber Security,Tanenbaum,Springer,2010
B04358,Python Programming,Cormen,McGraw Hill,2010
B04359,Artificial Intelligence,Korth,Oxford,2019
B04360,Software Engineering,Korth,Wiley,2018
B04361,Java Programming,Ross,Wiley,2016
B04362,Microprocessors,Galvin,Pearson,2017
B04363,Computer Networks,Korth,Pearson,2026
B04364,Cloud Computing,Silberschatz,Pearson,2011
B04365,Discrete Mathematics,Ross,Oxford,2020
B04366,Microprocessors,Sutton,McGraw Hill,2025
B04367,Database Management Systems,Cormen,Oxford,2013
B04368,Discrete Mathematics,Korth,Pearson,2025
B04369,Machine Learning,Sutton,Springer,2020
B04370,Machine Learning,Stallings,Pearson,2012
B04371,Machine Learning,James,Wiley,2017
B04372,Database Management Systems,Tanenbaum,McGraw Hill,2025
B04373,Algorithms,Korth,Pearson,2023
B04374,Machine Learning,Tanenbaum,Wiley,2010
B04375,Data Mining,Cormen,Oxford,2013
B04376,Python Programming,Korth,McGraw Hill,2026
B04377,Database Management Systems,Korth,Wiley,2018
B04378,Cloud Computing,Ross,Springer,2026
B04379,Java Programming,James,Wiley,2019
B04380,Big Data,Silberschatz,Springer,2016
B04381,Big Data,Silberschatz,Springer,2016
B04382,Database Management Systems,Tanenbaum,Wiley,2016
B04383,Software Engineering,Silberschatz,McGraw Hill,2011
B04384,Machine Learning,Galvin,Springer,2025
B04385,Digital Logic,James,McGraw Hill,2020
B04386,Algorithms,Korth,Wiley,2019
B04387,Software Engineering,Cormen,Wiley,2019
B04388,Cloud Computing,Cormen,Pearson,2020
B04389,Computer Networks,James,Pearson,2011
B04390,Data Structures,Ross,Oxford,2013
B04391,Software Engineering,Galvin,Wiley,2023
B04392,Python Programming,Cormen,Pearson,2015
B04393,Discrete Mathematics,Korth,Wiley,2024
B04394,Microprocessors,Cormen,McGraw Hill,2010
B04395,Discrete Mathematics,Sutton,Springer,2018
B04396,Deep Learning,Ross,Wiley,2019
B04397,Data Structures,Cormen,McGraw Hill,2020
B04398,Database Management Systems,Goodfellow,Pearson,2010
B04399,Machine Learning,Ross,Pearson,2019
B04400,Digital Logic,Cormen,Wiley,2019
B04401,Cyber Security,Goodfellow,McGraw Hill,2014
B04402,Deep Learning,Ross,Springer,2023
B04403,Database Management Systems,Goodfellow,Oxford,2012
B04404,Digital Logic,James,Pearson,2016
B04405,Microprocessors,Stallings,Wiley,2014
B04406,Microprocessors,Korth,McGraw Hill,2025
B04407,Machine Learning,James,McGraw Hill,2012
B04408,Database Management Systems,Ross,Oxford,2021
B04409,Big Data,Sutton,McGraw Hill,2015
B04410,Data Mining,Tanenbaum,Pearson,2015
B04411,Algorithms,Stallings,McGraw Hill,2010
B04412,Microprocessors,Silberschatz,Wiley,2013
B04413,Deep Learning,Stallings,McGraw Hill,2021
B04414,Database Management Systems,Stallings,Pearson,2018
B04415,Compiler Design,Stallings,Oxford,2016
B04416,Data Structures,Sutton,Oxford,2020
B04417,Java Programming,Ross,Wiley,2012
B04418,Microprocessors,Goodfellow,Oxford,2012
B04419,Cloud Computing,James,McGraw Hill,2026
B04420,Operating Systems,Korth,Pearson,2020
B04421,Discrete Mathematics,James,Oxford,2023
B04422,Operating Systems,James,Springer,2018
B04423,Artificial Intelligence,Goodfellow,Wiley,2019
B04424,Big Data,Galvin,Oxford,2018
B04425,Java Programming,Goodfellow,McGraw Hill,2025
B04426,Algorithms,Korth,Oxford,2023
B04427,Data Structures,Ross,McGraw Hill,2023
B04428,Microprocessors,Cormen,McGraw Hill,2024
B04429,Cloud Computing,Korth,Oxford,2010
B04430,Machine Learning,Galvin,McGraw Hill,2020
B04431,Python Programming,Sutton,Springer,2011
B04432,Computer Networks,Cormen,McGraw Hill,2024
B04433,Statistics,Tanenbaum,Pearson,2015
B04434,Microprocessors,Silberschatz,Springer,2022
B04435,Cloud Computing,Korth,Wiley,2018
B04436,Cloud Computing,Tanenbaum,Wiley,2019
B04437,Artificial Intelligence,Galvin,Pearson,2014
B04438,Machine Learning,Stallings,Pearson,2013
B04439,Compiler Design,Goodfellow,McGraw Hill,2015
B04440,Big Data,Galvin,Springer,2013
B04441,Database Management Systems,Cormen,Wiley,2021
B04442,Python Programming,Cormen,Oxford,2013
B04443,Data Mining,Silberschatz,Pearson,2013
B04444,Software Engineering,Silberschatz,Oxford,2012
B04445,Deep Learning,Tanenbaum,Pearson,2010
B04446,Software Engineering,Stallings,Pearson,2014
B04447,Operating Systems,Tanenbaum,McGraw Hill,2019
B04448,Data Mining,Galvin,Wiley,2019
B04449,Algorithms,Stallings,Wiley,2020
B04450,Algorithms,Korth,Oxford,2024
B04451,Python Programming,Galvin,Springer,2022
B04452,Compiler Design,Cormen,Wiley,2023
B04453,Digital Logic,Silberschatz,Springer,2015
B04454,Java Programming,Goodfellow,Oxford,2010
B04455,Data Mining,Tanenbaum,Wiley,2019
B04456,Data Structures,Korth,Oxford,2020
B04457,Machine Learning,Galvin,McGraw Hill,2021
